is_female,study_hours_per_day,attendance_percentage,assignment_score,midterm_score,final_exam_score,participation_score,sleep_hours,target
1,3.89,59.07,59.87,74.3,36.78,78.09,6.78,5.713
1,5.73,58.6,75.76,46.77,40.4,14.52,4.59,482.965
0,7.19,84.87,32.33,37.97,92.92,25.88,07.08,595.555
1,3.46,73.41,58.98,56.5,59.92,13.44,4.96,55.578
1,7.63,92.98,87.21,58.87,94.12,16.22,4.97,760.215
0,1.46,58.44,57.13,70.1,87.22,40.5,6.24,6.937
0,1.44,81.52,72.22,44.95,88.65,75.51,8.82,72.412
0,4.48,85.18,44.69,82.56,50.08,31.99,8.46,58.823
0,4.18,49.09,59.16,32.38,48.99,45.31,8.13,4.651
1,3.84,64.04,94.93,67.03,69.2,45.45,8.26,709.125
1,5.42,68.97,69.65,71.76,59.25,63.13,6.49,6.581
1,3.89,61.34,93.14,40.51,65.63,90.36,5.87,66.896
1,2.73,59.33,93.14,86.95,33.72,98.49,8.42,679.495
1,3.79,81.19,96.09,71.16,98.01,64.41,4.4,858.715
1,9.77,52.95,92.68,73.43,34.07,55.46,8.98,59.659
0,4.7,82.56,30.23,62.33,42.52,71.37,6.76,519.035
1,5.0,96.1,95.38,93.22,77.47,70.12,6.7,8.611
0,6.19,73.91,39.62,77.04,40.89,57.16,5.46,546.025
0,9.85,76.69,32.79,53.64,37.48,76.33,4.85,48.388
1,3.17,44.14,33.88,42.9,40.75,54.21,7.4,415.985
0,7.13,91.87,54.42,30.33,34.33,99.68,5.81,49.637
1,7.44,57.13,73.46,37.4,47.59,14.41,5.51,47.852
0,6.47,76.9,58.16,99.45,48.98,49.89,4.81,663.165
1,1.8,98.75,31.79,55.51,64.9,45.73,6.68,57.398
0,07.09,75.73,63.35,92.4,60.71,79.33,6.94,7.252
1,1.58,83.48,60.95,37.79,63.16,27.17,6.22,54.808
1,6.37,66.72,82.98,56.9,73.12,49.07,04.06,6.799
1,7.66,43.62,49.57,97.04,46.17,72.82,6.46,6.197
1,2.9,87.86,45.23,31.83,39.43,64.29,5.36,46.019
1,8.57,42.1,47.92,69.55,91.52,59.06,4.69,6.911
0,1.27,82.04,51.26,93.94,74.38,49.15,6.89,7.288
0,8.59,41.38,71.94,96.23,34.25,77.68,7.36,62.339
0,5.14,91.74,63.01,88.45,97.27,68.18,6.59,84.751
1,2.96,49.46,53.58,89.2,78.51,88.72,07.07,743.125
0,2.2,70.86,56.2,73.91,40.62,75.97,07.03,586.175
1,9.58,75.83,55.96,41.53,97.84,22.64,4.62,6.566
1,1.65,67.45,98.07,79.8,55.58,65.76,05.08,72.338
0,2.79,60.45,46.31,98.38,98.92,14.01,04.05,75.925
0,4.13,68.07,87.26,64.45,37.23,44.86,8.91,57.888
1,6.58,58.68,79.57,44.55,41.2,47.07,05.06,520.465
0,5.9,66.29,30.39,68.01,76.02,86.94,08.07,6.501
1,2.13,61.53,99.52,76.8,31.55,26.23,7.91,589.225
1,3.61,73.97,82.95,40.62,31.31,67.92,7.53,518.925
1,3.15,54.28,77.77,78.94,85.44,27.31,6.25,7.335
1,2.92,99.32,58.37,69.06,41.74,95.38,6.92,63.018
1,4.7,70.05,68.86,70.93,94.32,57.65,4.93,7.728
0,7.34,51.65,47.73,47.95,59.81,73.74,4.53,55.006
0,2.96,68.62,32.48,36.65,91.16,68.19,5.76,612.455
1,4.3,91.98,88.52,71.76,59.24,37.33,8.13,69.309
1,4.52,41.31,92.75,68.97,67.12,91.11,6.82,7.252
0,9.79,80.77,41.37,50.35,52.16,66.45,7.82,53.839
0,9.59,72.88,85.09,47.19,76.07,55.93,8.45,68.321
1,8.2,50.17,81.88,51.04,52.27,57.55,6.8,5.820
0,3.17,89.05,42.49,61.74,45.62,90.16,5.84,57.821
1,1.61,62.13,59.53,98.11,35.67,15.32,8.28,56.663
0,3.85,57.63,59.59,82.27,34.04,45.02,5.15,54.664
1,3.4,89.69,83.2,88.88,51.42,85.75,4.12,74.401
0,5.55,78.31,88.64,62.92,81.55,13.38,4.25,711.695
1,8.0,93.9,36.63,64.46,44.39,67.53,6.91,551.205
0,8.72,77.79,69.41,40.32,50.95,46.29,8.46,542.025
0,8.6,84.45,83.32,79.08,93.36,28.41,6.82,8.39
1,4.24,90.19,85.03,56.62,74.74,65.03,06.05,72.842
0,7.19,43.28,40.36,80.68,94.38,84.8,6.89,74.083
1,3.82,86.56,66.79,55.68,93.79,52.06,7.36,7.396
0,1.55,76.82,90.03,33.14,34.44,23.21,7.79,48.348
1,7.31,44.17,52.3,37.98,96.85,37.55,5.74,62.24
0,01.09,70.51,59.76,85.87,33.58,98.32,5.93,620.555
1,4.68,44.95,86.31,44.4,94.79,20.0,4.12,680.335
0,3.96,84.16,36.25,44.83,68.27,24.46,7.25,53.214
1,7.24,72.79,90.16,94.7,67.32,99.12,7.88,8.246
0,7.9,97.21,51.78,74.32,79.93,89.39,6.55,7.557
1,3.74,50.99,30.1,33.57,91.54,73.64,5.88,58.914
1,8.3,76.36,46.39,35.77,73.19,23.59,5.67,5.383
1,3.65,52.69,36.27,45.43,59.78,31.65,7.23,4.796
0,05.02,76.84,36.47,69.55,37.83,26.22,5.65,48.227
1,7.54,83.36,78.5,81.46,85.24,66.79,7.0,80.914
0,7.24,83.34,44.98,45.59,38.98,45.9,8.63,4.696
1,9.89,88.9,95.43,90.3,80.85,14.3,5.65,8.27
0,03.03,91.21,66.15,33.19,66.95,36.22,4.34,5.770
1,6.96,44.64,62.21,40.57,57.01,87.46,8.37,55.748
0,6.49,60.6,60.4,97.78,72.91,81.64,5.37,762.675
0,9.24,81.23,78.48,35.11,84.06,67.87,8.94,688.045
1,2.41,69.92,61.66,91.61,95.88,17.7,8.2,7.755
0,7.77,51.44,39.0,77.8,48.53,89.45,6.13,583.245
0,6.11,73.16,91.61,30.48,96.3,58.11,7.14,72.774
1,3.47,64.45,59.99,61.28,97.27,54.51,5.39,732.585
0,5.27,63.4,35.18,63.92,86.95,94.07,4.42,691.955
0,4.0,88.59,67.06,94.91,91.7,10.8,6.63,7.917
0,6.21,64.46,75.31,56.58,78.47,60.03,6.12,6.912
1,9.0,41.59,49.29,58.51,32.74,81.21,8.85,48.224
0,6.12,43.48,86.02,33.44,70.26,15.73,6.99,56.076
1,6.69,91.37,76.88,72.94,82.3,42.15,7.74,75.768
0,5.67,97.64,75.52,40.82,95.92,97.97,4.68,78.442
0,1.46,81.3,59.46,30.81,69.93,29.06,7.62,55.106
0,3.1,61.86,97.33,99.77,85.59,57.81,4.28,8.633
1,5.43,96.32,49.19,45.22,79.35,77.15,07.07,662.625
0,3.79,79.77,70.44,35.58,49.66,45.13,8.19,52.854
0,2.64,90.66,51.63,77.46,40.83,46.71,6.42,577.185
1,5.54,85.95,82.14,86.63,82.56,15.69,05.08,771.455
0,3.91,62.75,33.35,29.81,46.36,27.11,6.22,393.345
1,3.32,68.72,33.21,32.9,47.13,89.25,8.21,471.595
1,5.18,51.17,86.76,31.76,75.08,83.65,7.57,65.052
0,2.2,57.52,60.4,28.52,85.23,37.42,07.03,585.345
1,9.35,86.69,53.88,74.46,70.76,44.35,7.47,67.261
0,8.81,93.64,72.53,69.12,91.95,49.64,8.17,7.829
1,7.37,83.47,79.13,74.71,44.8,41.13,4.76,626.435
1,1.96,67.91,44.08,62.93,47.67,68.85,8.21,54.909
0,7.98,45.19,42.98,86.31,74.59,11.15,08.03,61.914
1,8.27,43.42,97.07,66.0,88.06,89.22,6.39,79.999
1,7.91,62.46,71.28,93.91,67.75,37.06,06.01,71.398
1,02.03,67.83,57.31,61.42,30.73,88.51,8.66,532.065
1,6.8,76.55,86.1,84.3,77.39,50.89,8.1,781.255
1,8.51,40.39,66.76,55.55,86.95,79.87,8.94,69.698
0,6.2,99.38,46.92,57.64,49.36,84.32,7.21,59.440
1,6.82,61.84,44.47,88.67,33.79,37.12,4.16,52.784
0,5.13,90.89,57.78,33.07,66.26,67.63,4.77,58.866
1,5.76,72.1,90.19,67.37,32.95,64.67,8.1,60.89
0,1.31,47.83,34.3,79.48,59.12,52.84,7.19,57.489
0,6.75,87.85,45.3,81.28,31.25,52.26,4.99,54.328
1,1.73,82.59,92.52,69.36,45.75,37.47,04.06,638.625
1,4.92,71.65,38.52,58.6,57.22,37.92,5.31,53.338
1,3.63,70.87,74.07,44.56,37.82,59.33,4.69,52.211
0,5.91,45.25,44.95,93.21,37.99,12.9,8.38,51.403
1,2.2,79.35,72.41,52.73,87.89,94.03,8.41,75.764
0,7.22,94.67,56.82,84.92,32.9,68.5,8.21,60.426
0,8.16,45.59,37.12,27.37,78.23,49.91,4.47,51.197
0,2.47,55.81,70.77,42.41,87.01,15.56,4.68,62.346
1,1.94,94.14,77.81,50.92,39.15,66.7,4.68,58.78
1,2.31,57.06,77.62,75.37,43.68,11.6,5.29,565.205
0,8.89,79.24,74.59,48.95,74.9,71.19,4.36,684.135
0,5.75,72.09,65.02,28.1,52.1,16.53,8.91,47.126
1,5.21,75.78,66.36,38.04,63.35,69.05,8.28,594.375
0,1.96,64.95,74.49,44.44,88.52,46.53,4.35,6.813
1,6.85,58.0,78.32,38.2,39.66,69.64,4.72,51.858
0,8.81,42.91,75.84,40.28,73.38,22.46,5.31,5.745
1,8.45,84.66,71.09,82.67,95.97,20.56,7.88,7.899
0,6.63,84.77,40.91,55.9,34.02,32.27,7.57,45.768
1,1.68,80.24,44.74,55.39,34.2,47.04,7.15,47.493
0,02.01,78.62,48.22,97.5,68.83,32.77,8.56,6.924
1,1.44,54.62,94.38,58.5,97.21,17.38,4.18,747.245
1,3.32,41.34,83.16,94.57,45.43,39.25,4.81,6.423
0,2.22,88.52,68.7,47.43,53.16,73.52,4.95,6.40
0,3.34,69.47,47.64,55.05,36.91,62.48,4.3,49.404
1,4.47,58.41,37.76,54.72,55.36,96.7,07.09,56.119
0,9.49,46.12,92.91,65.96,33.1,49.23,05.05,5.619
1,6.49,43.76,92.49,68.82,57.24,39.95,6.41,64.108
0,8.51,60.93,37.75,43.61,68.88,72.43,7.43,558.965
1,7.39,88.28,85.81,84.52,98.25,47.08,6.98,8.621
1,02.01,95.12,61.27,62.24,87.29,65.65,5.45,744.425
1,7.62,93.81,52.68,25.53,87.54,95.17,06.07,664.555
1,3.48,95.2,81.74,69.35,45.97,54.93,5.7,64.788
1,6.75,94.46,73.0,84.85,36.11,54.84,8.26,63.381
1,04.07,71.63,84.6,43.79,72.22,79.76,6.1,6.828
0,9.98,53.16,35.2,27.84,66.48,78.05,4.31,50.389
0,3.37,87.88,52.3,85.54,66.16,56.46,7.1,69.435
0,3.51,52.82,52.35,98.22,37.63,15.82,4.99,550.595
1,9.38,56.03,53.08,30.74,64.57,98.27,5.69,56.330
1,1.22,54.0,65.17,95.35,40.52,43.96,5.64,608.495
1,7.27,70.9,49.81,51.95,59.55,38.5,4.36,54.732
1,7.53,59.31,61.11,95.61,34.35,98.34,8.75,63.912
0,8.53,49.25,55.74,73.66,89.98,88.49,6.74,74.83
0,9.77,67.19,81.47,91.77,30.92,39.72,4.78,607.495
1,9.78,92.43,72.25,83.94,95.75,37.75,6.78,8.196
0,1.59,74.23,75.75,27.1,90.4,74.89,6.26,68.477
0,8.4,92.7,44.74,29.91,82.68,40.09,5.72,58.642
1,6.82,51.75,52.79,64.43,98.78,32.63,6.36,696.765
0,6.83,50.02,31.48,34.72,33.77,98.17,7.35,416.145
1,2.16,74.53,37.59,59.58,74.91,60.91,5.0,6.217
0,6.85,67.8,48.55,96.6,89.45,78.62,6.69,7.980
1,9.84,79.61,34.58,47.11,38.86,74.17,08.06,476.725
1,9.21,87.68,72.18,61.67,70.93,78.0,5.11,71.247
1,4.95,85.08,99.87,53.82,57.57,91.31,6.58,712.175
1,1.36,96.54,37.06,72.24,60.51,55.07,8.83,618.115
0,4.26,63.9,87.49,39.54,93.88,77.8,8.0,74.411
1,8.44,52.38,38.32,44.5,67.71,81.71,6.97,55.896
1,7.31,73.05,76.89,89.41,36.53,95.17,7.75,67.338
1,5.13,46.64,75.02,85.85,95.61,74.18,6.63,82.012
0,1.5,57.33,93.19,84.19,42.96,90.34,8.93,694.885
1,4.84,52.47,37.98,82.82,92.48,18.55,4.85,6.777
0,5.22,63.79,52.08,59.46,97.96,21.35,7.6,6.808
1,9.36,46.67,36.35,79.67,91.45,24.25,04.03,6.628
0,6.77,41.91,58.52,54.04,77.4,23.03,4.63,58.798
0,3.8,79.41,93.81,32.55,82.05,17.88,7.61,6.534
1,5.73,76.61,84.71,54.5,78.99,21.03,7.8,6.797
0,1.59,82.5,80.6,36.9,62.24,99.63,4.2,65.342
1,9.75,79.62,67.31,54.31,49.21,34.5,5.67,5.567
1,4.24,46.86,91.84,47.31,49.95,53.02,4.59,57.666
1,5.3,57.46,61.46,69.94,81.18,83.95,8.45,7.233
0,4.2,47.77,40.48,52.12,73.82,20.65,6.27,5.380
0,7.14,90.58,88.63,77.92,70.94,38.56,6.21,7.494
1,6.96,84.81,49.57,63.41,75.68,24.34,8.12,631.695
1,7.44,52.09,33.75,93.96,84.24,15.63,7.48,66.496
0,3.41,60.48,38.82,31.83,82.38,96.47,8.61,6.24
1,3.84,98.0,72.63,76.58,37.38,87.25,8.69,65.279
1,2.13,75.65,72.5,75.43,55.41,89.14,5.57,69.23
1,6.9,88.07,48.21,96.3,48.48,88.18,7.24,68.31
0,1.36,55.88,80.9,52.87,67.68,23.91,6.71,610.645
0,6.38,52.6,84.15,47.91,34.3,80.65,6.98,54.137
0,8.83,87.04,94.44,37.93,83.37,75.51,7.13,73.805
1,09.02,81.15,70.95,44.9,37.46,93.29,4.3,55.97
1,05.04,80.86,84.56,62.64,49.0,29.74,8.48,60.782
1,5.13,73.16,82.72,87.83,84.79,47.26,4.7,80.22
0,1.69,73.81,48.05,46.32,33.61,36.54,6.12,439.885
1,07.04,84.14,51.72,36.83,76.21,33.21,5.46,57.959
1,8.39,56.2,63.49,45.41,94.71,68.71,6.77,69.69
1,3.2,61.17,31.33,32.57,73.23,24.75,8.81,48.631
1,4.79,92.3,50.82,94.5,79.89,51.83,06.06,7.616
0,8.55,58.53,63.17,90.45,85.46,68.2,07.02,7.783
0,8.89,72.78,37.56,48.14,45.56,21.73,4.71,44.944
1,3.19,82.16,38.84,43.52,70.67,33.13,6.32,5.491
0,5.96,100.0,62.43,92.9,51.63,97.06,8.58,734.875
0,2.73,66.12,81.17,25.13,47.46,81.59,8.66,538.985
1,1.92,65.69,88.36,70.04,43.47,70.93,6.73,6.405
1,9.2,90.56,68.24,93.7,70.98,87.04,7.84,79.676
0,8.38,88.33,63.23,63.14,85.62,11.26,04.02,68.357
1,7.84,83.86,56.9,25.22,91.31,10.55,6.66,59.84
0,1.44,67.79,43.51,41.42,60.0,23.86,7.66,4.922
1,8.59,59.44,40.26,94.18,56.1,54.57,5.65,62.633
0,4.94,76.52,85.43,26.28,78.11,61.3,8.51,647.765
1,04.08,92.57,62.55,54.61,84.63,20.23,7.9,67.063
0,5.92,93.03,85.32,84.23,47.73,16.51,7.85,65.781
0,1.82,46.51,79.29,87.86,50.81,84.55,4.11,6.871
0,7.81,65.7,43.57,60.82,67.34,51.8,4.92,59.238
1,6.24,67.88,65.72,42.44,61.11,99.32,7.57,618.625
0,2.68,98.66,61.08,69.98,79.41,30.64,6.81,704.345
0,2.69,80.68,59.67,44.78,65.31,68.25,6.89,608.805
1,2.66,64.43,67.98,44.14,37.81,82.39,04.07,52.546
1,1.51,41.56,98.75,85.57,41.62,88.54,6.21,6.871
0,6.29,73.92,86.9,36.57,93.13,37.57,7.93,70.267
0,8.56,45.76,93.26,25.41,45.92,27.4,7.32,483.925
1,1.16,90.07,32.07,50.26,33.51,30.35,6.86,4.274
1,1.44,85.15,39.82,61.82,81.2,70.01,7.48,67.355
1,6.15,67.63,35.93,77.88,77.88,57.01,8.25,66.378
1,8.38,65.75,48.43,83.58,72.01,63.91,8.25,687.505
1,3.94,93.84,60.93,74.76,65.16,11.85,6.28,64.251
0,4.15,57.31,74.94,71.99,97.87,45.19,5.54,7.749
1,6.37,54.94,65.06,74.93,38.39,37.91,5.83,54.465
0,3.47,96.35,93.22,45.36,65.71,87.74,6.61,7.139
0,1.24,88.55,95.79,53.68,69.48,79.86,4.45,7.373
0,7.62,89.24,41.45,71.23,31.57,48.66,6.95,50.937
1,6.63,51.71,89.7,29.92,58.84,66.75,6.27,5.786
0,6.23,48.6,63.72,47.15,84.8,14.29,7.79,605.005
0,7.68,41.56,61.73,55.48,62.98,67.35,5.37,59.15
1,07.08,54.22,84.95,65.01,91.27,18.75,4.33,7.248
0,2.85,86.45,36.52,61.49,75.14,74.26,8.47,650.465
0,4.17,54.4,91.77,78.86,83.63,61.65,4.34,789.445
1,2.13,83.75,76.96,60.51,86.31,37.04,8.64,7.280
0,2.17,55.11,91.27,92.81,78.27,43.38,6.49,7.869
0,07.09,63.72,99.61,53.52,82.46,18.11,4.28,70.346
0,8.73,98.99,66.26,64.4,78.67,39.05,4.63,706.905
1,9.66,54.69,36.53,25.24,68.53,97.02,6.66,527.725
1,6.66,62.58,41.66,48.29,69.66,53.76,04.08,564.195
1,2.66,58.07,52.65,89.99,43.29,52.68,8.58,59.254
0,1.95,46.58,37.25,50.02,87.92,66.63,7.98,62.048
0,8.32,69.39,87.07,43.99,51.85,53.6,6.52,58.858
1,6.21,62.72,50.78,65.77,67.5,42.0,8.63,606.955
0,6.56,81.69,98.31,30.9,47.47,22.56,5.3,54.426
0,08.03,89.06,79.18,64.87,78.71,66.73,8.27,75.181
1,7.33,72.65,42.14,47.77,98.26,77.4,08.03,6.976
1,8.51,41.93,63.32,53.73,86.14,93.08,6.91,6.974
0,1.51,77.14,62.68,84.35,73.34,10.27,5.59,680.335
0,7.73,43.32,64.48,74.65,69.73,16.0,6.79,61.896
0,8.66,76.98,67.5,58.46,64.28,90.95,8.79,67.406
1,3.58,81.1,32.18,68.31,44.35,66.8,4.42,53.826
1,6.76,51.87,78.04,82.51,54.36,96.21,05.01,7.6
1,3.83,89.16,64.1,80.93,58.45,48.78,7.22,67.304
1,9.62,94.67,85.37,38.9,96.12,47.5,7.39,74.658
0,1.3,88.79,87.07,47.57,59.79,40.98,4.82,63.209
1,6.22,58.31,46.14,51.12,71.03,22.85,08.03,549.845
1,2.5,75.2,33.39,39.07,94.57,44.08,8.64,61.473
1,7.41,94.89,79.23,25.91,66.29,11.32,4.4,56.146
1,2.58,59.24,98.44,38.05,47.6,55.84,8.87,57.368
1,3.12,89.2,61.27,85.62,56.67,86.25,5.41,710.385
0,5.45,40.57,48.17,65.94,56.29,38.91,5.54,53.768
0,9.23,40.22,40.97,50.62,80.03,18.52,4.22,5.473
1,2.91,85.58,50.12,70.63,50.73,97.64,6.49,63.759
0,2.3,85.69,52.95,80.49,81.12,21.61,8.77,698.345
1,7.83,87.34,59.67,51.58,92.25,57.58,4.8,716.085
1,5.51,95.8,75.88,59.96,53.53,82.83,6.88,667.645
0,9.21,47.07,49.12,29.82,39.47,32.71,5.37,390.715
0,2.32,53.92,33.57,69.78,74.7,85.73,04.09,64.269
1,6.81,94.22,56.13,51.73,55.26,60.13,8.94,589.345
1,3.1,50.63,89.89,57.51,67.38,39.87,7.58,649.885
1,2.41,80.93,64.88,56.7,74.39,87.91,7.68,700.715
0,7.15,71.83,97.53,72.43,58.54,65.98,7.31,718.835
1,6.34,44.99,65.25,67.93,94.73,65.38,4.72,74.225
1,7.79,57.12,49.31,56.66,57.97,55.36,05.03,55.564
1,3.79,71.22,43.53,26.27,51.52,34.73,5.93,439.005
0,05.03,91.14,78.62,71.57,92.0,37.44,8.98,786.745
1,4.65,82.45,67.55,90.97,39.54,17.93,7.36,6.12
1,9.86,77.31,72.28,82.72,38.69,31.94,6.21,59.602
0,3.63,69.76,82.86,98.62,95.5,35.0,6.42,85.128
1,3.65,57.92,80.81,35.43,44.63,15.28,8.61,47.96
1,4.19,47.15,33.04,41.69,40.39,19.93,4.98,37.875
0,06.08,64.54,86.18,65.45,67.46,34.32,5.6,670.955
1,3.27,41.71,67.29,42.69,33.28,70.95,5.85,470.445
0,9.24,52.66,57.42,27.59,73.4,26.58,8.49,519.955
0,3.39,65.95,67.63,55.17,61.71,56.97,7.88,61.209
1,09.06,65.12,72.87,46.57,74.83,55.71,6.95,64.49
1,1.93,42.66,40.47,44.78,49.88,85.06,5.57,49.519
1,6.91,75.34,59.22,96.49,93.38,64.82,05.01,826.655
1,9.16,72.98,53.49,42.88,48.94,92.53,5.65,55.098
0,2.52,44.69,54.53,34.71,74.63,66.53,8.65,5.682
1,9.71,96.59,36.39,34.4,96.16,12.3,8.55,60.422
0,05.08,45.96,41.19,85.47,58.06,44.33,6.11,589.555
1,9.51,91.29,41.33,78.61,41.3,72.91,5.63,5.879
1,07.09,40.02,56.13,34.71,34.79,52.76,8.42,41.358
1,3.71,92.94,92.61,41.48,97.41,47.75,6.23,770.545
0,2.69,41.18,44.42,81.05,83.46,70.44,4.19,695.195
1,3.73,85.47,59.13,45.6,94.33,35.72,5.73,683.605
1,1.84,61.7,51.81,98.62,78.92,91.81,07.04,7.799
1,2.29,84.29,85.12,65.54,53.97,47.18,8.72,6.544
1,1.94,64.1,33.51,39.4,38.61,66.81,6.12,43.156
0,4.81,44.25,43.76,89.41,95.05,98.41,5.2,7.863
1,8.16,86.05,44.74,48.96,64.27,80.69,5.92,6.35
0,2.27,44.28,99.51,46.66,57.76,57.85,4.29,61.995
0,2.17,95.33,69.95,49.56,70.45,87.34,8.49,693.045
0,6.79,43.06,39.73,82.61,37.46,60.44,4.17,520.595
0,2.77,68.76,49.05,37.99,51.64,49.75,4.0,492.325
0,1.88,83.38,41.75,53.63,74.65,88.61,07.07,65.084
0,2.5,63.59,38.72,27.31,37.01,12.44,4.77,35.128
1,9.31,53.03,85.8,87.0,39.47,46.67,5.48,6.269
0,8.39,85.55,64.7,50.55,65.74,40.87,6.45,61.228
0,4.19,87.06,74.18,43.61,73.64,74.27,7.96,676.455
0,6.9,95.36,53.19,68.49,43.09,11.13,5.94,53.491
1,5.84,62.57,68.76,77.87,32.32,69.48,8.79,577.365
1,07.09,70.38,48.03,85.97,97.09,41.17,6.27,76.235
0,7.14,61.79,51.56,51.08,31.92,18.81,8.6,4.231
1,6.66,55.42,75.66,85.92,30.14,98.23,6.26,62.526
0,3.39,85.06,40.52,59.87,52.63,29.1,6.58,52.908
0,1.35,60.38,73.21,32.59,45.57,41.42,8.79,48.919
1,5.1,65.69,89.66,88.47,70.15,28.63,7.37,74.034
0,09.02,64.22,38.43,66.07,92.59,69.58,4.75,69.99
1,6.13,82.76,92.82,70.19,63.68,80.43,6.99,747.185
1,8.49,95.07,35.56,95.31,84.13,87.46,5.13,78.638
0,9.92,80.01,54.42,66.94,93.65,37.99,5.55,7.219
0,2.47,68.29,72.74,25.42,43.26,57.21,8.19,48.594
1,7.23,86.75,69.16,90.3,64.18,69.69,7.41,74.514
0,07.07,78.46,36.75,46.36,74.94,66.66,5.43,59.681
0,9.82,43.64,85.92,62.63,53.23,74.44,04.02,63.28
0,9.87,45.74,98.12,40.37,81.78,79.28,6.66,708.415
1,7.18,42.28,42.69,47.27,79.37,18.77,5.25,54.24
1,3.19,67.41,92.66,76.5,59.48,25.15,4.14,67.731
0,8.19,89.55,68.98,57.22,36.16,76.09,4.32,57.321
1,1.96,58.78,95.52,72.03,30.81,52.9,7.37,59.62
1,08.03,63.05,42.33,86.77,55.85,48.43,06.07,6.85
1,9.19,94.57,85.44,50.56,35.74,50.99,5.31,56.793
1,4.45,90.21,34.18,67.63,84.71,43.48,8.4,66.761
1,6.68,79.9,91.82,83.32,53.4,63.2,8.13,72.194
0,4.87,56.01,77.19,78.63,76.63,39.1,6.33,7.142
0,4.94,47.02,55.92,65.49,54.25,67.31,5.38,57.977
0,3.79,40.96,43.33,53.75,85.72,28.24,6.54,59.25
1,7.86,46.42,87.16,55.56,92.19,78.19,7.76,760.495
1,9.43,57.56,72.23,57.49,88.63,80.34,04.05,73.629
0,9.47,73.11,55.23,51.16,63.91,62.07,07.06,597.225
1,2.57,43.84,61.07,77.43,35.88,43.24,7.55,528.375
0,8.87,48.17,87.86,34.41,56.02,11.3,08.08,517.285
0,7.64,50.86,53.72,97.56,59.71,20.94,05.08,632.125
0,3.28,77.92,36.27,83.42,97.22,17.17,05.02,71.645
1,1.61,76.95,93.79,47.36,69.58,10.92,05.08,63.738
1,3.41,73.05,57.11,28.19,74.86,75.0,8.66,594.755
0,9.21,55.03,54.39,78.35,84.74,96.05,4.7,752.325
0,6.7,62.27,44.31,80.08,69.77,11.01,7.82,6.62
0,7.49,45.8,92.82,97.27,71.89,20.14,8.93,74.637
0,3.31,53.59,45.23,44.03,47.17,87.46,8.73,50.668
1,7.47,93.86,74.57,31.2,34.12,71.97,06.05,51.239
1,1.25,98.78,91.65,93.64,80.5,46.42,8.2,8.443
0,4.38,78.86,32.44,44.4,89.41,99.35,7.35,667.025
0,6.64,95.01,88.02,79.11,58.84,61.63,8.34,7.363
1,2.31,78.56,58.74,29.55,68.42,70.26,4.81,579.645
1,8.41,41.99,76.06,82.04,51.51,68.79,7.82,648.285
0,3.12,99.81,56.07,34.53,61.52,30.04,6.93,543.635
0,6.87,45.94,78.69,77.17,44.62,53.93,6.7,606.345
0,4.65,80.96,47.8,64.93,83.19,29.48,7.64,65.953
1,6.36,55.17,31.54,96.66,64.43,55.85,5.37,641.255
1,1.97,63.52,96.35,27.77,68.3,12.77,4.37,577.465
1,1.15,78.76,31.15,46.9,32.6,44.38,6.51,41.679
0,9.19,66.19,87.69,30.21,73.57,43.5,5.51,61.809
0,3.43,55.03,41.84,90.94,44.19,36.25,5.28,556.975
1,8.38,60.07,57.46,69.54,56.84,17.13,8.99,56.491
1,9.99,60.49,87.57,65.12,58.89,79.39,4.99,683.935
0,2.9,97.56,44.42,34.86,61.41,47.84,5.18,536.325
1,3.39,87.92,90.6,61.68,45.92,83.26,5.67,6.672
1,6.97,67.51,64.84,54.9,89.51,85.22,6.49,7.329
0,9.69,51.99,55.63,48.68,59.95,29.22,8.35,5.239
1,9.24,88.66,76.37,82.91,72.85,47.92,4.88,75.157
0,5.53,49.43,53.9,29.6,72.98,74.89,07.08,56.155
0,8.16,52.63,54.31,73.5,72.49,54.95,5.84,653.665
0,2.22,61.96,81.35,86.72,69.15,86.96,7.98,770.445
0,9.8,92.82,51.69,93.05,87.58,61.44,07.01,796.795
0,9.68,47.91,44.05,80.94,86.88,66.66,7.98,70.91
0,2.47,47.33,86.54,46.18,59.2,80.83,8.28,62.388
0,3.69,69.64,86.38,70.04,74.51,21.0,8.56,6.992
1,1.9,56.58,64.83,35.61,37.2,62.58,8.98,46.804
0,3.45,74.12,66.87,33.78,36.35,17.69,07.09,437.225
0,8.34,67.1,78.73,72.9,63.59,33.45,7.19,662.825
1,4.4,66.1,65.65,88.83,93.01,29.13,4.7,77.414
1,1.8,46.72,59.19,30.04,75.5,61.04,4.53,5.654
1,04.08,48.46,99.64,32.95,76.85,85.95,6.44,68.504
0,9.83,89.26,40.33,67.42,41.04,21.95,7.47,50.406
1,6.67,93.15,71.49,41.37,61.73,79.16,5.24,6.347
0,4.75,54.08,92.01,70.89,58.06,22.88,5.64,641.415
0,2.5,46.81,78.11,41.09,84.81,27.07,7.5,62.966
0,9.88,43.21,91.66,33.74,39.65,92.52,05.06,542.175
0,8.39,76.5,53.54,65.92,67.74,10.88,6.61,59.635
1,3.53,82.92,49.04,89.66,93.79,27.74,6.69,761.155
1,1.63,62.37,89.59,76.38,92.47,29.4,8.58,7.855
0,1.51,80.78,57.59,86.4,89.66,35.37,06.01,76.114
0,02.08,82.78,79.68,44.98,56.25,42.71,05.05,594.175
0,6.23,96.12,40.34,91.45,95.88,19.29,4.87,7.602
